"ZipCode","ZIP_AverageHomeValue","ZIP_AverageIncome","ZIP_Population","ZIP_LandArea"
95436,115600,47551,22210,69.389
77363,424300,111944,3026,38.264
97748,337200,94260,14367,171.007
61384,123400,54921,21659,187.002
77869,265200,56458,21513,708.041
61349,171200,61033,25996,93.046
10089,244200,81825,23727,73.382
48922,114500,48043,11887,425.389
87091,188300,44821,2395,325.074
93910,131900,46736,910,96.278
82952,265300,71613,19349,82.269
61594,160100,74392,22791,63.656
76091,218100,59326,3749,349.689
73133,155300,53622,2005,114.562
63673,124700,42054,7334,43.899
98766,152500,67353,42954,91.662
58309,186100,83526,44295,126.472
95616,228800,74013,9467,100.097
10378,128100,46154,6139,704.14
67153,125300,53080,17081,186.615
80522,203600,70396,9773,31.571
93432,107500,43998,7683,145.517
87079,127700,60417,1599,66.619
10535,216500,78594,4466,17.292
63034,152600,60880,16375,104.973
98980,171600,54002,17553,200.189
68713,122700,59659,2739,35.684
97398,118200,41691,2271,21.452
74536,316700,68367,5509,39.458
75121,150700,68321,2903,113.617
91237,180800,78145,68789,45.297
86884,135300,77807,2268,79.826
68237,138800,73344,746,123.085
95604,161100,63923,52932,16.562
10585,215200,88900,35985,18.755
52083,148100,36025,63836,176.552
54712,380200,92875,8731,139.632
99141,96400,41563,931,13.241
99734,239400,98444,50606,21.727
56931,447100,102112,6841,1.632
61092,251000,48174,21334,4.998
74222,735000,92746,19690,5.58
70696,421800,62283,42117,8.705
55819,432800,13349,31340,2.196
10520,286400,103595,22538,12.869
66617,121200,45250,1764,18.653
99988,178100,38301,11425,3.713
10358,313300,63559,5901,1.514
80558,231300,42462,28330,6.939
97427,111500,41308,21696,24.395
99188,123300,55119,6083,17.574
53654,378200,95646,13122,10.87
69803,226300,72535,26689,8.576
75976,188100,55619,20299,8.109
10413,218600,70164,27108,9.225
64537,641200,105086,7955,14.39
57343,509600,83438,24614,8.592
79818,484100,138734,14060,13.252
74985,528100,129875,8762,11.456
79284,352300,98019,17655,20.038
79322,426500,94375,16131,20.549
75722,290200,97049,6946,28.988
52179,370800,123312,12081,38.195
51055,486000,121505,12134,16.976
72230,394600,134313,16792,11.434
88637,141300,34950,44935,7.597
96046,80600,36250,820,5.735
51248,111400,43871,42820,21.398
55403,204500,56778,55614,13.351
84187,749000,132551,26928,22.494
74238,177600,75698,14808,23.776
99763,221000,72908,40651,12.674
80073,275600,87421,34449,10.069
10340,330500,79228,26814,13.399
84894,202800,38363,18064,3.343
75416,150700,41489,49301,10.967
10395,169300,56819,15036,13.253
84821,454300,69583,7194,1.672
87365,321200,62992,21310,4.916
71341,159600,47244,44072,9.284
53588,367600,74379,38891,13.917
81100,77800,38470,21780,814.985
64285,82500,0,258,178.514
10124,45500,23646,786,205.54
96145,72700,34398,3598,1084.772
78946,68000,31216,1299,243.124
52755,64500,36489,7829,556.712
66618,38600,26373,8578,359.341
68513,94200,44193,48149,951.464
74227,135100,43125,1145,269.143
10738,92800,37147,53040,572.473
98858,114900,53350,13701,460.36
72383,150200,37222,1788,227.35
56929,153800,0,989,59.686
60207,62900,40795,1682,1708.124
66569,575800,45357,353,75.978
89918,162500,0,647,98.639
77999,127700,41739,6712,191.876
49534,146500,43889,2098,134.591
50847,135800,42075,2962,156.281
74847,110300,53914,8989,205.64
71178,155300,0,352,5.811
10713,165500,57108,10494,252.122
61629,154200,33292,960,96.3
65351,159300,56172,4475,213.751
10250,224200,58445,850,64.332
70239,152900,85547,517,79.707
10490,264500,41653,1071,75.173
69099,134900,43065,5381,168.82
93416,140400,45391,9067,187.187
91547,76600,47528,1837,156.232
10176,122700,59795,4733,194.441
75151,73100,49057,14542,44.515
71179,133400,67042,3771,943.342
99654,172300,59419,19277,383.678
91803,100200,55438,10741,1915.664
10137,108800,52570,16177,300.861
73856,73000,51027,1425,116.279
78311,73400,51031,5309,669.513
61981,74800,52368,5128,64.088
78711,97900,40625,1839,541.408
58629,71400,41404,3194,265.465
85989,86700,47270,19473,1220.826
10091,66000,48750,489,160.181
10673,62800,34336,2739,146.037
70181,76400,45644,20840,489.815
96502,110900,64009,3197,393.836
66897,92300,49944,9919,763.503
49295,80700,44877,28849,382.652
71668,84000,45208,2646,535.651
65311,87700,41776,3912,643.471
63130,142000,49583,315,84.303
87804,83200,52969,2366,535.1
82181,73800,34933,5945,575.954
89174,88000,48750,1106,288.261
77060,99500,74167,1150,119.087
94233,101000,66250,517,212.077
10445,77400,23929,2817,1.601
57018,94700,42587,9963,2.662
85330,84100,43760,10594,5.143
66287,60800,34342,7869,3.833
90005,111200,40968,27967,9.362
55606,63000,33694,33844,16.771
93868,102800,46788,17726,165.433
93352,151100,55297,43516,10.446
93098,109700,56667,18811,5.593
91124,145300,67146,19726,169.913
62753,253600,85536,11539,101.457
71986,225100,90444,7819,90.145
10014,73400,37586,7040,860.423
84965,44600,49583,976,147.83
71157,70500,40259,3153,853.414
90154,47400,53000,424,216.426
75260,48700,42417,3833,576.085
77646,0,0,60,7.27
70730,73000,46597,2480,341.236
73510,56500,35833,720,200.63
63126,46700,25792,2476,260.241
69758,40500,32461,1493,597.142
81042,36900,32925,3202,543.797
79571,61500,50427,1067,405.787
80684,56100,35833,527,226.437
68904,78100,51007,3445,173.455
51196,55300,44881,971,87.892
90264,62200,38550,1571,131.394
81161,65900,38939,11451,467.268
94904,79900,61794,6559,230.368
93443,120800,50323,2319,178.274
64727,126600,67355,3300,93.661
85165,62900,41896,13258,747.559
10142,85600,51134,16972,432.109
10468,67600,41303,7230,277.262
97975,65500,41979,1571,136.491
77773,70500,56563,920,189.759
76019,65300,40598,7462,706.571
10721,83100,54286,1942,433.075
92457,81900,52250,6363,743.208
90045,53700,39119,2303,218.211
86910,54400,44792,2899,211.515
53559,114200,58680,13574,849.59
56519,117200,66205,5369,115.738
10171,71800,42938,8172,197.185
87667,213100,95469,1096,0.813
92869,148400,67917,6291,47.697
69737,68000,16487,8408,2.752
99493,52200,38718,16869,132.019
80923,52500,32173,11289,28.801
62063,0,0,6025,0.978
51662,98900,43423,19068,70.769
69910,124100,38164,9429,2.411
69927,56000,29965,7951,1.488
94428,75700,32359,15650,3.117
70066,125700,47158,21187,4.779
54692,85700,37571,17121,3.166
97340,59100,29863,17689,66.225
50098,114900,46863,32296,32.146
63512,130000,60930,32277,60.498
88255,177400,76668,39023,41.737
63129,77800,54750,3528,199.107
86695,65400,42660,2787,375.075
55818,76000,41325,7982,274.291
90957,102700,70724,1338,180.236
71245,63700,51442,8197,574.609
84968,44000,39613,2449,194.748
98771,60300,44180,3980,311.876
79651,62800,51083,251,94.412
10018,38400,45893,1383,89.177
50497,52200,61875,480,34.502
63945,43600,44432,940,123.535
65677,69600,51345,4988,316.648
97491,73900,55125,1788,227.797
10575,28600,31343,758,78.247
91096,91600,55095,15652,956.333
10286,45400,44896,3469,166.243
10819,65300,38056,12995,304.246
80963,62100,46042,137,75.455
64436,166200,78929,3669,116.106
92811,51900,36979,1161,16.368
97215,55000,41361,3373,315.585
54279,89700,36065,25085,248.996
97723,140400,56341,21519,114.795
86818,69100,36567,24288,58.401
63651,97100,44365,30098,10.97
66068,156600,57686,22885,62.471
87833,102800,55150,27728,11.89
56274,135700,67500,20592,6.694
10699,215200,74262,33536,35.565
97152,118800,70166,19571,743.927
85649,261300,89837,32854,70.775
10790,122000,70121,14786,768.384
64720,41000,42788,721,305.865
76050,80500,50578,33640,910.98
60745,80600,59524,4193,329.38
64153,114600,50313,2137,1293.791
99956,71100,50719,13315,1732.815
10107,214000,60170,963,529.368
10948,48700,50786,6125,391.713
86095,58000,39550,2245,219.383
10339,88500,60655,9066,173.275
50198,59000,77583,2197,52.826
79257,115300,52262,30488,10.19
58683,135200,63952,39056,31.669
10108,88300,51729,34079,54.296
51214,78100,48120,20725,58.25
10371,200900,96250,6927,20.642
93358,77200,60426,6115,237.937
66321,46300,47230,12747,1156.339
64936,102600,57396,3976,461.342
82426,94800,36322,7142,11.404
95005,128600,39266,7682,2009.757
87985,68200,29291,12690,11.829
10556,79200,38289,5772,19.188
83912,62500,25340,13208,14.018
98846,56600,13110,11328,2.199
94334,150400,30602,21236,6.558
98215,89000,28849,18451,3.043
91337,99900,34716,35060,8.804
10270,81600,21515,26036,6.482
91392,0,46444,4374,4.207
51887,87000,30021,55132,13.607
88127,217600,83889,1565,6.243
56643,179800,58637,77161,23.554
68882,85200,30360,40057,8.912
95016,0,0,2995,1.623
10209,0,0,0,0
95492,270800,69879,8935,6.535
10491,97200,41263,59058,12.242
53300,136900,46461,40641,16.919
50080,84700,32329,39016,28.311
88654,114000,49953,49544,104.102
72839,92000,34046,28410,10.969
66700,156500,55812,24986,14.276
88718,131600,63316,19174,59.17
93144,140800,39895,18042,3.494
83643,121700,52422,111086,26.739
75542,138800,55221,53520,364.348
